interval
P,8
P,8
M,7
M,1,0
M,3
P,8
P,8
P,8
M,7
M,1,0
M,3
P,8
P,8
P,8
M,7
M,1,0
M,3
P,8
P,8
P,8
M,7
M,1,0
M,3
P,1
M,3
P,1
P,8
P,5
P,8
A,5
P,8
P,8
M,7
P,8
P,5
P,8
P,5
P,8
P,8
P,8
P,8
P,5
P,8
P,5
P,8
P,5
P,8
A,8
P,8
P,8
M,7
M,1,0
M,3
P,8
P,5
P,8
P,8
M,2
m,-,2
P,8
P,8
M,7
P,8
P,5
P,8
P,5
P,8
P,8
P,8
P,8
P,5
P,8
P,5
P,8
P,5
P,1
A,1
P,1
P,1
P,5
P,8
P,8
P,5
P,1
P,1
P,1
P,5
P,5
P,8
P,8
P,5
P,1
P,1
P,5
P,5
P,8
P,8
P,5
P,1
P,1
P,1
P,1
P,1
P,1
P,1
m,-,3
P,8
P,5
P,8
P,1
P,5
P,8
P,5
M,6
P,5
P,1
P,5
P,8
P,5
P,1
A,1
P,8
P,5
P,8
P,5
P,1
P,1
P,8
P,5
P,8
P,5
P,8
P,5
P,8
P,8
P,1
P,5
P,8
P,8
M,7
M,1,0
M,3
P,8
P,8
M,7
M,1,0
M,3
P,1
M,3
d,-,4
P,1
M,3
P,5
P,8
P,8
M,7
P,8
P,5
P,8
P,5
P,8
P,8
P,8
P,8
P,5
P,8
P,5
P,8
P,5
M,6
M,7
P,8
P,8
P,5
P,8
P,8
P,8
P,5
P,8
P,5
P,8
P,5
P,8
P,8
P,8
P,5
P,1
P,5
M,6
P,5
M,6
P,1
P,5
M,6
P,8
M,6
P,1
P,5
M,6
P,5
M,6
P,1
M,3
M,6
m,6
P,5
M,6
P,1
P,1
P,5
M,6
P,8
M,6
P,8
P,8
M,9
P,8
M,9
M,1,0
P,8
P,5
M,6
P,8
M,6
P,1
P,8
M,1,0
P,1,2
P,1
M,3
P,4
x
P,5
m,7
P,8
m,7
P,5
P,8
m,7
P,5
P,1
M,2
P,4
M,2
P,1
P,1
P,5
M,6
P,8
M,6
P,8
P,8
M,9
M,1,0
P,8
P,5
M,6
P,8
M,6
P,1
P,8
M,1,0
P,1,2
P,1
M,3
P,4
A,4
P,5
m,7
M,7
P,8
m,7
P,5
x
P,1
x
P,1
P,1
M,-,2
M,-,2
m,-,3
M,-,3
P,1
P,1
P,1
M,-,2
M,-,2
m,-,3
M,-,2
M,-,3
x
P,1
M,3
P,4
x
P,5
P,8
A,4
P,1
x
P,1
M,2
M,3
P,8
x
P,8
M,9
M,1,0
x
P,1
P,8
M,9
M,1,0
x
P,1
P,1
M,3
P,4
A,4
P,5
m,7
P,8
P,8
M,3
M,3
P,4
A,4
P,5
M,-,2
M,2
M,2
P,1
M,3
M,3
M,3
P,4
P,4
x
P,5
m,7
P,8
m,7
P,5
P,8
m,7
P,5
P,8
m,7
P,5
P,1
M,2
P,4
M,2
P,1
P,1
P,1
P,5
M,6
P,8
M,6
P,8
P,8
x
P,8
M,9
M,1,0
P,8
P,8
P,5
M,6
P,8
M,6
P,1
P,1
x
P,8
M,1,0
P,1,2
P,1
M,3
P,4
x
P,5
m,7
P,8
P,8
P,8
m,7
m,7
P,5
P,5
P,1
P,1
P,1
P,1
M,-,2
m,-,3
m,-,3
M,-,3
P,-,5
P,1
M,3
P,4
A,4
P,5
m,7
M,7
P,8
m,7
P,4
P,4
P,1
P,1
x
P,1
M,2
M,3
P,8
P,8
P,8
M,9
M,1,0
P,1
P,1
P,8
M,9
M,1,0
P,1
P,1
M,3
P,4
A,4
P,5
m,7
P,8
P,8
M,3
P,4
A,4
P,5
P,-,4
M,2
P,1
P,1
P,1
M,3
M,3
M,3
P,4
P,4
P,4
A,4
A,4
A,4
P,5
P,5
P,5
m,7
M,7
P,8
P,5
m,2
P,1
d,1
P,1
P,1
M,3
M,3
P,4
A,4
P,5
m,7
P,8
P,8
M,3
M,3
x
P,4
P,5
